Accession	Kingdom	Family	Genus	Species	Molecule_type	Length	Nuc_Completeness	Geo_Location	BioSample	Lat_long	Gene_Description	Host	Host_Disease
MF682126.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	399	Partial	Viet Nam			UNVERIFIED: White spot syndrome virus clone 33d genomic sequence	Penaeus vannamei	Potential pathogen
KU359256.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	400	Partial	China			White spot syndrome virus isolate SDHW15 VP28 (VP28) gene, partial cds	Penaeus vannamei	Potential pathogen
KF157835.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	408	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVBU2 ORF-94 gene, partial cds	Penaeus vannamei	Potential pathogen
KC906273.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	411	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVKH5 hypothetical protein 125(12Kh) gene, partial cds	Penaeus vannamei	Potential pathogen
KT964207.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	428	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT964204.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	428	Partial	Mexico:Sonora			White spot syndrome virus strain WSSV-Mx-C-2005 ORF125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT964203.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	428	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-F-2001 ORF125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT964205.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	428	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-G-2004 ORF125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT964206.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	428	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-H-2004 ORF125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT964213.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	432	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 VP35 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957017.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	459	Partial	Mexico:Sonora			White spot syndrome virus strain Mx-C ORF32 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957016.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	459	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-F ORF32 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957018.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	459	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-G ORF32 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957019.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	459	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-H ORF32 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957020.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	459	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF32 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957002.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	470	Partial	Mexico:Sonora			White spot syndrome virus strain Mx-C ORF30 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957001.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	470	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-F ORF30 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957003.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	470	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-G ORF30 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957004.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	470	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-H ORF30 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957005.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	470	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF30 gene, partial cds	Penaeus vannamei	Potential pathogen
MK239909.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	471	Partial	Brazil:Rio Grande do Norte			UNVERIFIED: White spot syndrome virus isolate FSL39_2 genomic sequence	Penaeus vannamei	Potential pathogen
MK239914.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	472	Partial	Brazil:Rio Grande do Norte			UNVERIFIED: White spot syndrome virus isolate FSL39_5 genomic sequence	Penaeus vannamei	Potential pathogen
KT957058.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	473	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-G ORF109 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957059.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	473	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-H ORF109 gene, complete cds	Penaeus vannamei	Potential pathogen
MF682122.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	474	Partial	China			UNVERIFIED: White spot syndrome virus clone 34f genomic sequence	Penaeus vannamei	Potential pathogen
KT957057.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	482	Partial	Mexico:Sonora			White spot syndrome virus strain Mx-C ORF109 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957056.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	482	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-F ORF109 gene, complete cds	Penaeus vannamei	Potential pathogen
KT957060.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	482	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF109 gene, complete cds	Penaeus vannamei	Potential pathogen
KT923801.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	484	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923798.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	484	Partial	Mexico:Sonora			White spot syndrome virus strain WSSV-Mx-C-2005 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923797.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	484	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-F-2001 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923799.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	484	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-G-2004 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923800.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	484	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-H-2004 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KC906271.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	504	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVKH3 hypothetical protein 125(10Kh) gene, partial cds	Penaeus vannamei	Potential pathogen
JX198549.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	508	Partial	India:Parangipettai			Shrimp white spot syndrome virus isolate CAS11 WSSV419-like protein gene, partial cds	Penaeus vannamei	Potential pathogen
JN165706.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	509	Partial	India			Shrimp white spot syndrome virus isolate CAS07 hypothetical protein gene, partial cds	Penaeus vannamei	Potential pathogen
KC906270.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	513	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVKH2 hypothetical protein 125(9Kh) gene, partial cds	Penaeus vannamei	Potential pathogen
KC906272.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	516	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVKH4 hypothetical protein 125(11Kh) gene, partial cds	Penaeus vannamei	Potential pathogen
KF157838.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	516	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVKH6 ORF-125 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957052.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	521	Partial	Mexico:Sonora			White spot syndrome virus strain Mx-C ORF91 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957051.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	521	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-F ORF91 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957053.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	521	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-G ORF91 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957054.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	521	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-H ORF91 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957055.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	521	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF91 gene, partial cds	Penaeus vannamei	Potential pathogen
KX501221.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	527	Partial	Thailand			Shrimp white spot syndrome virus strain WSSV-TH-12 isolate K1/12 variable region ORF14/15 genomic sequence	Penaeus vannamei	Potential pathogen
AB855742.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	528	Partial	Iran:Khouzestan			Shrimp white spot syndrome virus gene for structural protein VP28, partial cds, strain: IRI-KHZ/904	Penaeus vannamei	Potential pathogen
MF682125.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	528	Partial	Viet Nam			UNVERIFIED: White spot syndrome virus clone 33c genomic sequence	Penaeus vannamei	Potential pathogen
JN165707.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	534	Partial	India			Shrimp white spot syndrome virus isolate CAS08 hypothetical protein gene, partial cds	Penaeus vannamei	Potential pathogen
MF682121.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	556	Partial	China			UNVERIFIED: White spot syndrome virus clone 34d genomic sequence	Penaeus vannamei	Potential pathogen
KF976715.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	560	Partial	India			Shrimp white spot syndrome virus isolate WSSV1 WSSV419-like protein gene, partial cds	Penaeus vannamei	Potential pathogen
MF682108.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	567	Partial	Viet Nam			UNVERIFIED: White spot syndrome virus clone 11e genomic sequence	Penaeus vannamei	Potential pathogen
KC189611.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	570	Partial	Mexico			Shrimp white spot syndrome virus isolate Camaron blanco wsv285 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923806.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	585	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923803.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	585	Partial	Mexico:Sonora			White spot syndrome virus strain WSSV-Mx-C-2005 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923802.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	585	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-F-2001 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923804.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	585	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-G-2004 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923805.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	585	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-H-2004 Orf24 gene, partial cds	Penaeus vannamei	Potential pathogen
MF682120.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	588	Partial	China			UNVERIFIED: White spot syndrome virus clone 34c genomic sequence	Penaeus vannamei	Potential pathogen
MK239907.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	600	Partial	Brazil:Rio Grande do Norte			UNVERIFIED: White spot syndrome virus isolate FPR2 genomic sequence	Penaeus vannamei	Potential pathogen
KX501220.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	606	Partial	Thailand			Shrimp white spot syndrome virus strain WSSV-TH-14 isolate Ch1/12 variable region ORF14/15 genomic sequence	Penaeus vannamei	Potential pathogen
KT957022.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	610	Partial	Mexico:Sonora			White spot syndrome virus strain Mx-C ORF53 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957021.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	610	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-F ORF53 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957023.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	610	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-G ORF53 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957024.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	610	Partial	Mexico:Sinaloa			White spot syndrome virus strain Mx-H ORF53 gene, partial cds	Penaeus vannamei	Potential pathogen
KT957025.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	610	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF53 gene, partial cds	Penaeus vannamei	Potential pathogen
KF723558.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	612	Partial	Iran			White spot syndrome virus isolate Chabahar structural protein VP28 (VP28) gene, partial cds	Penaeus vannamei	Potential pathogen
MH425508.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	613	Partial	Saudi Arabia			White spot syndrome virus isolate Lv_4 nonfunctional envelope protein VP26 gene, complete sequence	Penaeus vannamei	Potential pathogen
MH425506.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	615	Partial	Saudi Arabia			White spot syndrome virus isolate Lv_4 major envelope protein VP28 gene, complete cds	Penaeus vannamei	Potential pathogen
KR057961.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	615	Partial	India			White spot syndrome virus isolate PV1/SRLFDA/2015 VP28 (VP28) gene, complete cds	Penaeus vannamei	Potential pathogen
KF157837.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	618	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVBU2 ORF-125 gene, partial cds	Penaeus vannamei	Potential pathogen
KC484342.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	619	Partial	China			Shrimp white spot syndrome virus strain WSSV-BH1009-01 ORF14/15 variable region genomic sequence	Penaeus vannamei	Potential pathogen
KT923811.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	622	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 Orf16 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923808.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	622	Partial	Mexico:Sonora			White spot syndrome virus strain WSSV-Mx-C-2005 Orf16 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923807.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	622	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-F-2001 Orf16 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923809.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	622	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-G-2004 Orf16 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923810.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	622	Partial	Mexico:Sinaloa			White spot syndrome virus strain WSSV-Mx-H-2004 Orf16 gene, partial cds	Penaeus vannamei	Potential pathogen
KU556688.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	627	Partial	India			White spot syndrome virus isolate PONNERY_TAMIL NADU major structural protein (VP24) gene, complete cds	Penaeus vannamei	Potential pathogen
KT734634.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	645	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 nonfunctional Orf125 gene, partial sequence	Penaeus vannamei	Potential pathogen
MF682107.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	654	Partial	Viet Nam			UNVERIFIED: White spot syndrome virus clone 11d genomic sequence	Penaeus vannamei	Potential pathogen
KF956790.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	660	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVSIS2 ORF-94 gene, partial cds	Penaeus vannamei	Potential pathogen
MK239905.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	661	Partial	Brazil:Rio Grande do Norte			UNVERIFIED: White spot syndrome virus isolate FSL39_2 genomic sequence	Penaeus vannamei	Potential pathogen
KP640278.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	683	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVSIS3 ORF94 gene, partial cds	Penaeus vannamei	Potential pathogen
KF835980.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	684	Partial	Iran			Shrimp white spot syndrome virus isolate IRWSSVSIS1 ORF-94 gene, partial cds	Penaeus vannamei	Potential pathogen
MK239912.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	686	Partial	Brazil:Rio Grande do Norte			UNVERIFIED: White spot syndrome virus isolate FPR2_down genomic sequence	Penaeus vannamei	Potential pathogen
KT964215.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	691	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 ORF27 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923796.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	697	Partial	Mexico:Sonora			White spot syndrome virus strain Mx12-1 Orf25 gene, partial cds	Penaeus vannamei	Potential pathogen
KT923793.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	697	Partial	Mexico:Sonora			White spot syndrome virus strain WSSV-Mx-C-2005 Orf25 gene, partial cds	Penaeus vannamei	Potential pathogen
